,ProviderId1,WindSpeed1,WindDirection1,Temperature1,Pressure1,Humidity1,PowerWOAvailability1,PowerMWh
2020-08-09 20:00:00,1,10.1,27.0,24.8,99396,72.91,49.99,49.877
2020-08-09 21:00:00,1,9.7,27.0,24.2,99431,76.73,49.987,49.828
2020-08-09 22:00:00,1,9.0,27.0,23.9,99454,78.33,49.908,49.059
2020-08-09 23:00:00,1,8.8,26.0,23.5,99478,79.94,49.052,46.55
2020-08-10 00:00:00,1,7.8,25.0,23.1,99525,85.88,42.23,46.142
2020-08-10 01:00:00,1,7.6,23.0,22.9,99531,85.99,38.799,32.519
2020-08-10 02:00:00,1,7.8,23.0,22.7,99538,86.09,39.223,27.936
2020-08-10 03:00:00,1,7.5,26.0,22.5,99544,86.19,36.201,30.212
2020-08-10 04:00:00,1,7.1,26.0,22.6,99559,86.01,32.64,29.364
2020-08-10 05:00:00,1,7.1,26.0,22.6,99504,85.83,31.446,26.71
2020-08-10 06:00:00,1,6.6,27.0,22.7,99446,85.65,28.017,27.392
2020-08-10 07:00:00,1,6.3,28.0,23.0,99396,81.69,24.012,24.033
2020-08-10 08:00:00,1,6.1,30.0,23.4,99341,77.72,21.947,16.657
2020-08-10 09:00:00,1,6.0,30.0,23.8,99366,73.76,22.337,15.268
2020-08-10 10:00:00,1,6.1,31.0,24.6,99381,70.34,27.031,15.264
2020-08-10 11:00:00,1,6.4,29.0,25.4,99396,66.91,29.874,14.956
2020-08-10 12:00:00,1,6.6,28.0,26.2,99411,63.48,33.477,24.244
2020-08-10 13:00:00,1,7.3,27.0,26.8,99401,60.65,37.824,43.346
2020-08-10 14:00:00,1,7.9,24.0,27.5,99390,57.82,44.75,47.893
2020-08-10 15:00:00,1,8.2,22.0,28.2,99380,54.98,49.037,49.706
2020-08-10 16:00:00,1,8.6,24.0,27.7,99383,56.73,49.186,49.762
2020-08-10 17:00:00,1,8.9,24.0,27.2,99483,58.48,49.981,49.745
2020-08-10 18:00:00,1,9.0,24.0,26.8,99577,60.22,49.919,49.815
2020-08-10 19:00:00,1,8.6,25.0,26.1,99698,65.76,47.35,49.831
2020-08-10 20:00:00,1,8.2,26.0,25.4,99816,71.29,43.313,49.806
2020-08-10 21:00:00,1,7.6,26.0,24.7,99850,76.83,37.592,49.688
2020-08-10 22:00:00,1,7.0,27.0,24.1,99878,79.16,30.191,43.599
2020-08-10 23:00:00,1,6.4,29.0,23.5,99905,81.48,23.883,29.772
2020-08-11 00:00:00,1,6.2,32.0,22.7,99892,81.88,19.911,13.769
2020-08-11 01:00:00,1,6.2,33.0,22.3,99902,83.03,17.98,8.4
2020-08-11 02:00:00,1,5.7,33.0,21.9,99912,84.17,14.848,14.415
2020-08-11 03:00:00,1,5.3,34.0,21.5,99923,85.32,13.848,26.07
2020-08-11 04:00:00,1,5.0,36.0,21.6,99926,85.14,14.486,22.071
2020-08-11 05:00:00,1,4.8,38.0,21.6,99860,84.96,15.331,16.239
2020-08-11 06:00:00,1,4.7,39.0,21.6,99792,84.77,14.208,22.108
2020-08-11 07:00:00,1,4.8,36.0,22.2,99736,82.15,13.402,22.636
2020-08-11 08:00:00,1,5.1,36.0,22.9,99676,79.52,15.935,23.861
2020-08-11 09:00:00,1,5.3,36.0,23.6,99695,76.89,16.924,26.099
2020-08-11 10:00:00,1,5.6,32.0,24.6,99696,72.78,20.106,26.508
2020-08-11 11:00:00,1,6.3,29.0,25.5,99697,68.67,26.232,28.046
2020-08-11 12:00:00,1,6.4,27.0,26.5,99698,64.57,29.146,26.797
2020-08-11 13:00:00,1,7.1,21.0,27.3,99683,61.87,36.38,29.772
2020-08-11 14:00:00,1,7.9,21.0,28.1,99668,59.18,43.922,35.035
2020-08-11 15:00:00,1,8.7,20.0,28.8,99654,56.48,48.679,34.39
2020-08-11 16:00:00,1,9.2,21.0,28.3,99641,56.8,48.859,46.238
2020-08-11 17:00:00,1,9.3,23.0,27.7,99725,57.13,48.699,46.353
2020-08-11 18:00:00,1,9.3,25.0,27.2,99802,57.45,49.526,45.283
2020-08-11 19:00:00,1,8.7,27.0,26.4,99901,61.5,46.442,39.446
2020-08-11 20:00:00,1,8.3,30.0,25.6,99997,65.54,39.796,36.435
2020-08-11 21:00:00,1,8.0,32.0,24.8,100011,69.59,35.117,27.869
2020-08-11 22:00:00,1,7.5,35.0,24.2,100014,71.4,28.784,14.603016310550062
2020-08-11 23:00:00,1,6.4,40.0,23.6,100016,73.21,22.092,20.638
2020-08-12 00:00:00,1,5.6,43.0,22.9,99973,70.52,17.221,16.807
2020-08-12 01:00:00,1,5.5,43.0,22.4,99957,70.75,16.194,13.823
2020-08-12 02:00:00,1,5.3,46.0,21.9,99941,70.99,13.942,9.173879855701363
2020-08-12 03:00:00,1,5.0,49.0,21.5,99926,71.22,11.375,11.864
2020-08-12 04:00:00,1,4.8,51.0,21.5,99931,71.4,10.444,15.169
2020-08-12 05:00:00,1,4.4,49.0,21.5,99867,71.58,9.183,11.912
2020-08-12 06:00:00,1,4.4,44.0,21.6,99800,71.76,9.07,9.498
2020-08-12 07:00:00,1,4.5,43.0,22.3,99735,68.65,10.1,5.720702831917084
2020-08-12 08:00:00,1,5.5,43.0,23.0,99666,65.54,15.004,6.518640004169635
2020-08-12 09:00:00,1,5.9,42.0,23.7,99675,62.43,17.187,12.954000000000002
2020-08-12 10:00:00,1,6.1,38.0,24.8,99672,59.25,21.34,23.909
2020-08-12 11:00:00,1,6.3,34.0,25.8,99669,56.07,26.183,27.943
2020-08-12 12:00:00,1,7.0,30.0,26.8,99665,52.89,32.394,29.558
2020-08-12 13:00:00,1,7.6,25.0,27.7,99635,51.69,38.906,28.606000000000005
2020-08-12 14:00:00,1,8.0,21.0,28.5,99606,50.49,46.534,34.72
2020-08-12 15:00:00,1,8.5,19.0,29.3,99576,49.3,47.995,36.023
2020-08-12 16:00:00,1,8.8,21.0,28.7,99570,50.03,48.475,38.182
2020-08-12 17:00:00,1,9.3,23.0,28.2,99658,50.77,49.983,44.54
2020-08-12 18:00:00,1,9.5,25.0,27.7,99740,51.51,49.958,48.008
2020-08-12 19:00:00,1,9.2,28.0,26.8,99851,54.54,49.431,44.847
2020-08-12 20:00:00,1,8.7,32.0,26.0,99959,57.57,44.087,45.005
2020-08-12 21:00:00,1,8.2,35.0,25.1,99986,60.6,38.466,39.313
2020-08-12 22:00:00,1,7.2,38.0,24.5,100004,62.39,29.022,19.553
2020-08-12 23:00:00,1,6.3,40.0,23.8,100022,64.18,23.47,8.658
2020-08-13 00:00:00,1,5.7,39.0,23.1,99967,64.27,19.156,13.805
2020-08-13 01:00:00,1,5.8,38.0,22.7,99968,64.43,18.217,15.716
2020-08-13 02:00:00,1,5.7,40.0,22.2,99969,64.6,17.447,17.122
2020-08-13 03:00:00,1,5.4,41.0,21.8,99970,64.77,15.662,18.412
2020-08-13 04:00:00,1,5.2,42.0,21.8,99976,66.08,14.891,17.053
2020-08-13 05:00:00,1,5.1,42.0,21.8,99912,67.4,14.195,21.658
2020-08-13 06:00:00,1,5.1,42.0,21.9,99846,68.72,15.257,22.922
2020-08-13 07:00:00,1,5.5,39.0,22.6,99795,67.1,17.382,20.633
2020-08-13 08:00:00,1,6.0,37.0,23.2,99739,65.48,20.213,20.5
2020-08-13 09:00:00,1,6.2,36.0,23.9,99763,63.86,24.957,13.329000000000002
2020-08-13 10:00:00,1,6.6,34.0,24.9,99760,61.81,30.592,15.656
2020-08-13 11:00:00,1,7.0,31.0,25.9,99758,59.76,35.357,26.588
2020-08-13 12:00:00,1,8.0,29.0,26.9,99755,57.72,42.614,37.756
2020-08-13 13:00:00,1,8.3,24.0,27.5,99739,56.12,47.427,39.884
2020-08-13 14:00:00,1,8.9,21.0,28.0,99722,54.52,49.98,41.985
2020-08-13 15:00:00,1,9.8,22.0,28.5,99705,52.92,49.987,46.769
2020-08-13 16:00:00,1,10.1,25.0,28.0,99702,54.1,49.99,49.68
2020-08-13 17:00:00,1,10.2,27.0,27.4,99796,55.27,49.991,49.84
2020-08-13 18:00:00,1,10.2,30.0,26.9,99884,56.45,49.991,49.837
2020-08-13 19:00:00,1,10.1,34.0,26.1,99996,61.28,49.99,49.635
2020-08-13 20:00:00,1,9.9,36.0,25.3,100104,66.12,49.96,49.536
2020-08-13 21:00:00,1,9.5,38.0,24.5,100130,70.96,48.114,48.168
2020-08-13 22:00:00,1,8.9,41.0,24.0,100144,74.25,42.04,41.335
2020-08-13 23:00:00,1,8.0,47.0,23.5,100158,77.54,35.46,29.765000000000004
2020-08-14 00:00:00,1,8.0,44.0,22.9,100069,79.42,34.071,27.347
2020-08-14 01:00:00,1,7.9,46.0,22.5,100061,79.78,33.717,27.802
2020-08-14 02:00:00,1,7.6,48.0,22.1,100052,80.14,31.819,27.376
2020-08-14 03:00:00,1,7.4,50.0,21.6,100044,80.5,30.395,29.274
2020-08-14 04:00:00,1,7.2,49.0,21.5,100039,80.68,28.875,26.72
2020-08-14 05:00:00,1,6.9,48.0,21.4,99964,80.86,29.698,22.138
2020-08-14 06:00:00,1,6.6,48.0,21.3,99887,81.04,28.716,34.548
2020-08-14 07:00:00,1,6.4,47.0,21.8,99817,77.37,29.538,20.097
2020-08-14 08:00:00,1,6.3,43.0,22.3,99743,73.69,31.112,22.934
2020-08-14 09:00:00,1,7.0,43.0,22.8,99748,70.02,34.184,34.606
2020-08-14 10:00:00,1,7.5,40.0,23.7,99738,64.39,38.227,39.106
2020-08-14 11:00:00,1,7.8,36.0,24.6,99727,58.76,43.992,44.295
2020-08-14 12:00:00,1,8.2,31.0,25.4,99717,53.13,47.645,47.437
2020-08-14 13:00:00,1,8.7,29.0,26.2,99682,52.03,49.979,46.042
2020-08-14 14:00:00,1,9.0,26.0,26.9,99647,50.93,49.981,38.766
2020-08-14 15:00:00,1,9.5,25.0,27.6,99613,49.83,49.985,41.027
2020-08-14 16:00:00,1,9.9,27.0,27.0,99594,50.25,49.988,48.075
2020-08-14 17:00:00,1,10.1,29.0,26.3,99671,50.67,49.99,46.436
2020-08-14 18:00:00,1,10.2,31.0,25.8,99741,51.09,49.991,49.022
2020-08-14 19:00:00,1,9.8,32.0,24.9,99845,55.32,49.972,49.485
2020-08-14 20:00:00,1,9.1,37.0,24.1,99945,59.55,48.614,49.335
2020-08-14 21:00:00,1,8.5,42.0,23.3,99964,63.78,44.0,30.211
2020-08-14 22:00:00,1,7.8,45.0,22.7,99972,66.12,36.821,22.576
2020-08-14 23:00:00,1,7.8,48.0,22.2,99981,68.45,35.665,37.768
2020-08-15 00:00:00,1,7.5,53.0,21.6,99952,66.49,28.682,24.639
2020-08-15 01:00:00,1,7.4,55.0,21.1,99943,66.02,26.683,20.629
2020-08-15 02:00:00,1,7.1,55.0,20.7,99935,65.55,25.456,11.996
2020-08-15 03:00:00,1,6.9,59.0,20.2,99927,65.08,24.28,7.925
2020-08-15 04:00:00,1,7.0,58.0,20.2,99921,65.03,24.107,5.305
2020-08-15 05:00:00,1,6.7,57.0,20.3,99845,64.98,22.431,9.065
2020-08-15 06:00:00,1,6.3,56.0,20.3,99767,64.92,21.0,12.203
2020-08-15 07:00:00,1,6.3,57.0,21.0,99697,61.71,21.5,8.469762584418298
2020-08-15 08:00:00,1,6.3,58.0,21.7,99624,58.49,23.026,7.567539758407927
2020-08-15 09:00:00,1,6.7,58.0,22.4,99628,55.28,27.593,6.998
2020-08-15 10:00:00,1,6.9,54.0,23.5,99609,53.91,31.377,4.33
2020-08-15 11:00:00,1,7.0,47.0,24.6,99590,52.54,34.525,5.139
2020-08-15 12:00:00,1,7.1,40.0,25.8,99571,51.17,36.867,25.944
2020-08-15 13:00:00,1,8.0,38.0,26.5,99539,51.87,45.15,44.488
2020-08-15 14:00:00,1,8.8,31.0,27.3,99507,52.56,49.98,41.73
2020-08-15 15:00:00,1,9.2,24.0,28.1,99475,53.25,49.983,41.762
2020-08-15 16:00:00,1,9.6,28.0,27.4,99444,53.97,49.986,48.609
2020-08-15 17:00:00,1,10.0,29.0,26.8,99507,54.68,49.989,48.64
2020-08-15 18:00:00,1,10.2,32.0,26.2,99563,55.39,49.991,49.791
2020-08-15 19:00:00,1,9.7,36.0,25.3,99655,58.13,49.978,49.888
2020-08-15 20:00:00,1,9.3,38.0,24.5,99745,60.88,49.921,49.873
2020-08-15 21:00:00,1,8.6,42.0,23.6,99754,63.62,46.752,49.567
2020-08-15 22:00:00,1,7.9,46.0,22.9,99749,66.21,41.242,27.926
2020-08-15 23:00:00,1,7.5,47.0,22.3,99744,68.79,35.918,17.943
2020-08-16 00:00:00,1,6.8,56.0,21.6,99697,73.98,27.618,9.376
2020-08-16 01:00:00,1,7.0,54.0,21.2,99679,74.76,28.373,12.086
2020-08-16 02:00:00,1,6.7,54.0,20.8,99661,75.55,22.885,11.745
2020-08-16 03:00:00,1,6.2,53.0,20.3,99644,76.33,18.54,10.896
2020-08-16 04:00:00,1,6.1,56.0,20.4,99640,76.94,19.301,18.183
2020-08-16 05:00:00,1,6.0,55.0,20.4,99567,77.56,18.521,24.971
2020-08-16 06:00:00,1,6.1,55.0,20.4,99492,78.18,17.927,23.233
2020-08-16 07:00:00,1,6.0,54.0,21.0,99436,75.02,19.406,16.758
2020-08-16 08:00:00,1,6.0,52.0,21.7,99376,71.87,21.879,11.392
2020-08-16 09:00:00,1,6.3,50.0,22.3,99393,68.72,26.664,10.128
2020-08-16 10:00:00,1,6.5,45.0,23.4,99405,64.31,32.149,26.783
2020-08-16 11:00:00,1,7.0,41.0,24.5,99417,59.9,38.599,34.107
2020-08-16 12:00:00,1,7.9,34.0,25.5,99429,55.5,45.872,39.604
2020-08-16 13:00:00,1,9.0,31.0,26.2,99424,55.21,49.981,38.125
2020-08-16 14:00:00,1,9.8,29.0,26.8,99420,54.92,49.988,49.504
2020-08-16 15:00:00,1,10.5,27.0,27.5,99415,54.63,49.993,49.805
2020-08-16 16:00:00,1,10.7,29.0,26.8,99424,56.49,49.994,49.794
2020-08-16 17:00:00,1,11.1,30.0,26.1,99529,58.35,49.997,49.838
2020-08-16 18:00:00,1,11.1,31.0,25.5,99628,60.21,49.997,49.876
2020-08-16 19:00:00,1,10.8,34.0,24.8,99734,63.57,49.995,49.867
2020-08-16 20:00:00,1,10.6,37.0,24.0,99836,66.94,49.994,49.851
2020-08-16 21:00:00,1,10.0,41.0,23.3,99856,70.31,49.987,49.718
2020-08-16 22:00:00,1,9.6,43.0,22.8,99869,72.68,49.931,48.661
2020-08-16 23:00:00,1,9.0,46.0,22.3,99881,75.05,48.947,31.66
2020-08-17 00:00:00,1,8.2,49.0,21.7,99879,76.18,43.607,25.403
2020-08-17 01:00:00,1,7.7,50.0,21.4,99871,76.99,38.911,24.453
2020-08-17 02:00:00,1,7.2,51.0,21.1,99863,77.79,35.182,24.477
2020-08-17 03:00:00,1,6.9,51.0,20.8,99855,78.59,31.98,28.809999999999995
2020-08-17 04:00:00,1,6.7,50.0,20.8,99861,77.77,29.796,26.159
2020-08-17 05:00:00,1,6.7,49.0,20.8,99796,76.94,29.729,24.395
2020-08-17 06:00:00,1,6.6,50.0,20.7,99728,76.11,29.017,25.926
2020-08-17 07:00:00,1,6.6,50.0,21.3,99662,72.86,30.037,21.731
2020-08-17 08:00:00,1,6.6,49.0,21.8,99592,69.61,30.287,32.507
2020-08-17 09:00:00,1,7.0,49.0,22.4,99602,66.36,35.04,38.476
2020-08-17 10:00:00,1,7.2,46.0,23.4,99588,63.34,36.822,45.232
2020-08-17 11:00:00,1,7.7,41.0,24.4,99575,60.31,41.802,49.47
2020-08-17 12:00:00,1,8.3,36.0,25.4,99561,57.28,46.521,44.292
2020-08-17 13:00:00,1,8.9,32.0,26.0,99529,57.76,49.8,37.446
2020-08-17 14:00:00,1,9.5,29.0,26.6,99497,58.24,49.985,47.7
2020-08-17 15:00:00,1,10.2,27.0,27.3,99465,58.71,49.991,49.741
2020-08-17 16:00:00,1,10.3,27.0,26.7,99451,60.21,49.992,49.792
2020-08-17 17:00:00,1,10.4,27.0,26.1,99533,61.71,49.993,49.799
2020-08-17 18:00:00,1,10.4,28.0,25.6,99609,63.2,49.992,49.822
2020-08-17 19:00:00,1,10.0,29.0,24.9,99710,66.33,49.989,49.801
2020-08-17 20:00:00,1,9.7,31.0,24.1,99808,69.45,49.959,49.824
2020-08-17 21:00:00,1,9.1,34.0,23.4,99823,72.58,49.47,49.784
2020-08-17 22:00:00,1,8.0,38.0,22.9,99821,73.92,44.008,39.305
2020-08-17 23:00:00,1,7.4,40.0,22.3,99818,75.27,37.074,16.897
2020-08-18 00:00:00,1,6.0,46.0,21.3,99761,75.69,27.8,12.77
2020-08-18 01:00:00,1,5.6,47.0,21.0,99745,76.0,23.768,2.376
2020-08-18 02:00:00,1,5.2,49.0,20.8,99729,76.3,20.699,3.428
2020-08-18 03:00:00,1,4.8,49.0,20.5,99713,76.61,17.21,2.969
2020-08-18 04:00:00,1,4.7,48.0,20.7,99696,77.22,15.473,9.772
2020-08-18 05:00:00,1,4.7,48.0,20.8,99611,77.83,14.778,10.79
2020-08-18 06:00:00,1,4.6,47.0,20.9,99523,78.45,12.815,4.775
2020-08-18 07:00:00,1,4.4,47.0,21.3,99438,76.01,11.251,2.374
2020-08-18 08:00:00,1,4.2,45.0,21.7,99351,73.57,9.632,4.331
2020-08-18 09:00:00,1,4.3,42.0,22.1,99341,71.13,10.597,8.301
2020-08-18 10:00:00,1,4.8,34.0,22.9,99319,68.1,14.061,12.914
2020-08-18 11:00:00,1,5.3,27.0,23.7,99298,65.07,20.143,15.167999999999996
2020-08-18 12:00:00,1,5.7,19.0,24.5,99277,62.05,26.62,20.266
2020-08-18 13:00:00,1,6.1,17.0,25.2,99241,61.95,31.903,21.264
2020-08-18 14:00:00,1,6.7,17.0,26.0,99205,61.85,37.343,23.025
2020-08-18 15:00:00,1,7.3,17.0,26.7,99169,61.74,44.028,27.382
2020-08-18 16:00:00,1,7.7,18.0,26.2,99149,62.44,46.996,28.425999999999995
2020-08-18 17:00:00,1,8.0,20.0,25.6,99224,63.13,47.613,29.308
2020-08-18 18:00:00,1,8.2,20.0,25.1,99293,63.82,48.2,35.474
2020-08-18 19:00:00,1,7.9,21.0,24.5,99398,68.47,46.691,41.084
2020-08-18 20:00:00,1,7.7,21.0,24.0,99500,73.12,41.511,36.387
2020-08-18 21:00:00,1,7.5,24.0,23.4,99520,77.78,35.689,22.286
2020-08-18 22:00:00,1,7.1,26.0,22.8,99516,79.12,29.624,13.524
2020-08-18 23:00:00,1,6.5,27.0,22.3,99513,80.46,25.088,10.673
2020-08-19 00:00:00,1,5.2,28.0,21.6,99428,80.86,16.87,5.086
2020-08-19 01:00:00,1,3.8,36.0,21.3,99404,80.83,9.206,5.072
2020-08-19 02:00:00,1,3.1,51.0,20.9,99381,80.79,5.051,8.817
2020-08-19 03:00:00,1,2.6,65.0,20.6,99357,80.76,2.839,4.362
2020-08-19 04:00:00,1,2.6,29.0,20.7,99347,81.17,1.846,4.478
2020-08-19 05:00:00,1,2.7,20.0,20.7,99268,81.58,1.485,5.304
2020-08-19 06:00:00,1,2.5,31.0,20.8,99187,82.0,0.785,4.032
2020-08-19 07:00:00,1,2.5,47.0,21.3,99111,79.65,0.901,1.555
2020-08-19 08:00:00,1,2.4,58.0,21.9,99032,77.31,1.099,0.867894397939472
2020-08-19 09:00:00,1,2.1,76.0,22.5,99030,74.96,0.463,
2020-08-19 10:00:00,1,1.8,21.0,23.5,99021,70.32,0.338,
2020-08-19 11:00:00,1,2.8,17.0,24.5,99011,65.68,2.468,
2020-08-19 12:00:00,1,3.6,13.0,25.5,99002,61.04,7.399,
2020-08-19 13:00:00,1,4.1,6.0,26.3,98967,59.32,11.581,
2020-08-19 14:00:00,1,4.3,355.0,27.1,98931,57.59,15.238,
2020-08-19 15:00:00,1,4.8,348.0,27.8,98896,55.87,17.42,
2020-08-19 16:00:00,1,5.1,351.0,27.3,98887,55.22,19.771,
2020-08-19 17:00:00,1,5.3,356.0,26.8,98975,54.57,20.743,
2020-08-19 18:00:00,1,5.6,5.0,26.3,99055,53.93,20.741,
2020-08-19 19:00:00,1,5.9,14.0,25.4,99159,58.17,19.411,
2020-08-19 20:00:00,1,5.7,21.0,24.6,99258,62.41,17.56,
2020-08-19 21:00:00,1,5.4,28.0,23.8,99276,66.65,15.574,
2020-08-19 22:00:00,1,4.4,31.0,23.1,99285,68.42,9.881,
2020-08-19 23:00:00,1,3.2,41.0,22.4,99295,70.19,4.9,
2020-08-20 00:00:00,1,2.6,62.0,21.6,99232,72.44,3.173,
2020-08-20 01:00:00,1,2.7,350.0,21.2,99233,72.97,2.255,
2020-08-20 02:00:00,1,2.9,345.0,20.8,99234,73.5,1.986,
2020-08-20 03:00:00,1,3.1,345.0,20.4,99236,74.03,2.149,
2020-08-20 04:00:00,1,3.1,345.0,20.5,99267,75.13,2.628,
2020-08-20 05:00:00,1,2.8,3.0,20.5,99229,76.24,2.899,
2020-08-20 06:00:00,1,3.1,1.0,20.6,99188,77.34,4.768,
2020-08-20 07:00:00,1,3.2,3.0,21.2,99156,75.11,5.198,
2020-08-20 08:00:00,1,3.0,4.0,21.7,99119,72.87,5.703,
2020-08-20 09:00:00,1,3.4,11.0,22.3,99161,70.64,5.934,
2020-08-20 10:00:00,1,4.3,5.0,23.1,99182,65.41,10.65,
2020-08-20 11:00:00,1,5.5,6.0,23.9,99203,60.18,16.1,
2020-08-20 12:00:00,1,4.2,15.0,24.7,99223,54.95,13.379,
2020-08-20 13:00:00,1,4.3,6.0,25.3,99224,54.71,15.998,
2020-08-20 14:00:00,1,4.3,2.0,25.9,99225,54.46,17.297,
2020-08-20 15:00:00,1,4.2,357.0,26.5,99225,54.21,15.402,
2020-08-20 16:00:00,1,3.9,357.0,26.0,99234,54.55,10.659,
2020-08-20 17:00:00,1,3.3,358.0,25.5,99339,54.9,7.299,
2020-08-20 18:00:00,1,2.7,5.0,25.1,99439,55.24,4.001,
2020-08-20 19:00:00,1,2.1,16.0,24.3,99562,59.06,2.14,
2020-08-20 20:00:00,1,1.4,18.0,23.6,99681,62.88,0.773,
2020-08-20 21:00:00,1,1.6,18.0,22.8,99717,66.71,0.657,0.0
2020-08-20 22:00:00,1,0.9,342.0,22.5,99734,68.47,0.07,0.5205146880310756
2020-08-20 23:00:00,1,0.9,298.0,22.1,99752,70.24,0.02,0.0935064935064935
2020-08-21 00:00:00,1,2.0,325.0,21.6,99728,63.26,1.051,0.876
2020-08-21 01:00:00,1,2.2,322.0,21.3,99739,63.17,1.115,0.0
2020-08-21 02:00:00,1,2.2,318.0,21.1,99751,63.09,1.122,0.0053333333333333
2020-08-21 03:00:00,1,1.9,312.0,20.9,99762,63.0,0.858,1.804
2020-08-21 04:00:00,1,1.8,312.0,21.1,99782,63.91,0.418,5.061333333333333
2020-08-21 05:00:00,1,1.5,313.0,21.2,99731,64.83,0.0,3.714666666666667
2020-08-21 06:00:00,1,1.5,317.0,21.3,99677,65.74,0.43,6.301333333333334
2020-08-21 07:00:00,1,2.0,317.0,21.8,99631,65.54,1.552,9.890666666666666
2020-08-21 08:00:00,1,2.5,337.0,22.4,99580,65.34,3.258,16.541236586612165
2020-08-21 09:00:00,1,2.6,31.0,22.9,99610,65.14,4.418,15.36
2020-08-21 10:00:00,1,3.6,9.0,23.7,99630,64.21,9.508,9.59148105421954
2020-08-21 11:00:00,1,4.9,9.0,24.5,99651,63.28,17.043,7.438857142857143
2020-08-21 12:00:00,1,5.2,8.0,25.3,99672,62.36,21.515,10.141238237550986
2020-08-21 13:00:00,1,5.9,4.0,25.8,99667,61.51,28.567,11.458
2020-08-21 14:00:00,1,5.8,5.0,26.4,99663,60.66,30.476,13.557
2020-08-21 15:00:00,1,6.0,5.0,27.0,99658,59.81,32.396,17.751
2020-08-21 16:00:00,1,6.5,10.0,26.5,99662,60.99,34.003,23.063
2020-08-21 17:00:00,1,6.8,14.0,25.9,99764,62.17,36.194,18.983
2020-08-21 18:00:00,1,7.4,20.0,25.5,99859,63.34,37.425,23.468
2020-08-21 19:00:00,1,6.8,23.0,24.7,99979,68.38,30.278,29.434
2020-08-21 20:00:00,1,6.4,26.0,24.0,100095,73.41,27.091,29.927
2020-08-21 21:00:00,1,6.4,30.0,23.3,100128,78.44,24.824,23.559
2020-08-21 22:00:00,1,5.8,32.0,22.8,100133,79.96,18.781,14.743
2020-08-21 23:00:00,1,4.7,36.0,22.3,100138,81.48,13.425,5.568
2020-08-22 00:00:00,1,3.9,36.0,21.6,100129,79.57,8.013,3.176
2020-08-22 01:00:00,1,3.4,26.0,21.3,100126,78.71,6.548,0.659
2020-08-22 02:00:00,1,3.4,21.0,21.0,100124,77.85,5.735,1.314
2020-08-22 03:00:00,1,3.5,22.0,20.7,100121,76.99,5.4,6.555
2020-08-22 04:00:00,1,3.4,21.0,20.7,100118,77.56,5.126,10.117
2020-08-22 05:00:00,1,3.0,18.0,20.8,100044,78.12,4.509,12.572
2020-08-22 06:00:00,1,3.4,21.0,20.8,99967,78.69,5.151,12.391
2020-08-22 07:00:00,1,3.5,23.0,21.5,99905,74.51,4.788,3.2229974295756176
2020-08-22 08:00:00,1,3.2,22.0,22.2,99840,70.34,3.452,0.099
2020-08-22 09:00:00,1,3.0,25.0,22.9,99854,66.16,3.281,0.039
2020-08-22 10:00:00,1,3.2,22.0,24.0,99841,63.44,5.113,0.017178947368421
2020-08-22 11:00:00,1,3.8,14.0,25.1,99827,60.73,8.334,1.693
2020-08-22 12:00:00,1,4.4,10.0,26.2,99814,58.01,13.257,5.69
2020-08-22 13:00:00,1,4.8,8.0,26.9,99768,57.06,15.962,9.386
2020-08-22 14:00:00,1,5.5,3.0,27.6,99722,56.11,21.519,11.726
2020-08-22 15:00:00,1,5.8,3.0,28.3,99676,55.16,23.438,10.167
2020-08-22 16:00:00,1,5.8,4.0,27.8,99649,55.75,24.507,15.344
2020-08-22 17:00:00,1,5.8,4.0,27.1,99718,56.34,24.703,21.202
2020-08-22 18:00:00,1,5.7,2.0,26.5,99780,56.93,25.862,20.279
2020-08-22 19:00:00,1,5.6,12.0,25.8,99873,60.09,21.944,24.054
2020-08-22 20:00:00,1,6.0,24.0,25.2,99962,63.26,21.71,24.845
2020-08-22 21:00:00,1,6.7,33.0,24.5,99969,66.42,23.074,21.317
2020-08-22 22:00:00,1,5.7,39.0,23.9,99956,67.77,16.467,12.735839598997496
2020-08-22 23:00:00,1,4.9,47.0,23.3,99943,69.12,13.217,10.915
2020-08-23 00:00:00,1,4.1,50.0,22.7,99894,69.35,8.14,9.564
2020-08-23 01:00:00,1,3.7,49.0,22.3,99864,70.6,6.162,9.779
2020-08-23 02:00:00,1,3.7,39.0,21.9,99833,71.85,5.715,3.029
2020-08-23 03:00:00,1,4.0,36.0,21.5,99803,73.1,7.241,5.508
2020-08-23 04:00:00,1,4.2,36.0,21.5,99792,74.88,8.171,4.088
2020-08-23 05:00:00,1,4.5,33.0,21.4,99713,76.66,9.269,7.568999999999999
2020-08-23 06:00:00,1,5.3,35.0,21.4,99631,78.44,13.14,21.738
2020-08-23 07:00:00,1,6.2,40.0,22.0,99558,75.82,17.004,32.541
2020-08-23 08:00:00,1,5.3,45.0,22.7,99482,73.2,15.207,13.801836905093236
2020-08-23 09:00:00,1,5.1,46.0,23.3,99483,70.58,14.519,8.93621738448399
2020-08-23 10:00:00,1,5.5,41.0,24.3,99471,67.18,18.998,9.901
2020-08-23 11:00:00,1,5.9,36.0,25.2,99459,63.77,23.914,13.605
2020-08-23 12:00:00,1,6.4,31.0,26.2,99446,60.37,28.905,27.873000000000005
2020-08-23 13:00:00,1,7.0,26.0,26.9,99412,59.86,35.1,39.611
2020-08-23 14:00:00,1,7.7,21.0,27.6,99377,59.35,44.066,41.799
